//
//     Generated by class-dump 3.5 (64 bit) — routine listing.
//
// image:   /var/folders/hq/s7n8_wx50wd3vxklqrz_yt6m0000gn/T/class-dump-dsc-B7C5B4B8-77DD-4B91-9883-FAC9B827A9D5/System/Library/PrivateFrameworks/AppSandbox.framework/Versions/A/AppSandbox
// arch:    arm64e
// uuid:    93EB1ACE-6516-303F-A23F-FF64BB4BE749
// text:    0x000000019a75d000
// count:   763 routines
//
// columns: addr  size  segment,section  kind  name [demangled] [objc-binding]
//
0x000000019a75e960  0x000000ac  __TEXT,__text  func  AppSandboxUtilAddressBookLockPathURL
0x000000019a76f95c  0x000000a0  __TEXT,__text  func  -[AppSandboxRequest getSandboxProfileWithError:].cold.2
0x000000019a76f9fc  0x00000038  __TEXT,__text  func  -[AppSandboxRequest getSandboxProfileWithError:].cold.3
0x000000019a76fa34  0x00000038  __TEXT,__text  func  -[AppSandboxRequest getSandboxProfileWithError:].cold.4
0x000000019a76fa6c  0x00000054  __TEXT,__text  func  __45-[AppSandboxRequest executeRequestWithError:]_block_invoke.271.cold.1
0x000000019a76fac0  0x00000038  __TEXT,__text  func  __45-[AppSandboxRequest executeRequestWithError:]_block_invoke.271.cold.2
0x000000019a76faf8  0x00000014  __TEXT,__text  func  codeRequirementMatchingAnyAdHocSignedBinary.cold.1
0x000000019a76fb0c  0x00000068  __TEXT,__text  func  codeRequirementForText.cold.1
0x000000019a76fb74  0x00000054  __TEXT,__text  func  __codeRequirementMatchingAnyAdHocSignedBinary_block_invoke.cold.1
0x000000019a76fbc8  0x00000014  __TEXT,__text  func  -[NSBundle(AppSandboxAdditions) sandboxProfilePath].cold.1
0x000000019a76fbdc  0x00000014  __TEXT,__text  func  +[AppSandboxFolderRedirector redirectedFolders].cold.1
0x000000019a76fbf0  0x00000080  __TEXT,__text  func  -[AppSandboxEntitlements arrayValueForEntitlement:].cold.1
0x000000019a76fc70  0x000000a0  __TEXT,__text  func  -[AppSandboxEntitlements boolValueForEntitlement:].cold.1
0x000000019a76fd10  0x00000014  __TEXT,__text  func  -[AppSandboxEntitlements __requestsInheritanceOfSandbox:].cold.1
0x000000019a76fd24  0x00000030  __TEXT,__text  swift  $s10AppSandbox17ASBBinaryIdentityCACycfc  // AppSandbox.ASBBinaryIdentity.init() -> AppSandbox.ASBBinaryIdentity
0x000000019a76fd54  0x00000c84  __TEXT,__text  objc  $s10AppSandbox17ASBBinaryIdentityCACycfcTo  // @objc AppSandbox.ASBBinaryIdentity.init() -> AppSandbox.ASBBinaryIdentity  // -[AppSandbox.ASBBinaryIdentity ?]
0x000000019a7709d8  0x00000018  __TEXT,__objc_methlist  func  _CLASS_METHODS__TtC10AppSandbox11ASBOwnerSet
0x000000019a7709f0  0x00000020  __TEXT,__objc_methlist  func  _CLASS_METHODS__TtC10AppSandbox17ASBBinaryIdentity
0x000000019a770a10  0x00000078  __TEXT,__objc_methlist  func  _INSTANCE_METHODS__TtC10AppSandbox11ASBOwnerSet
0x000000019a770a88  0x00000078  __TEXT,__objc_methlist  func  _INSTANCE_METHODS__TtC10AppSandbox17ASBBinaryIdentity
0x000000019a770b00  0x00000018  __TEXT,__objc_methlist  func  _OBJC_$_CATEGORY_CLASS_METHODS_NSData_$_sandbox_profile_t
0x000000019a770b18  0x00000018  __TEXT,__objc_methlist  func  _OBJC_$_CATEGORY_INSTANCE_METHODS_NSBundle_$_AppSandboxAdditions
0x000000019a770b30  0x00000020  __TEXT,__objc_methlist  func  _OBJC_$_CATEGORY_INSTANCE_METHODS_NSDictionary_$_AppSandboxProfileSnippetInfo
0x000000019a770b50  0x00000030  __TEXT,__objc_methlist  func  _OBJC_$_CLASS_METHODS_AppSandboxEntitlements
0x000000019a770b80  0x00000038  __TEXT,__objc_methlist  func  _OBJC_$_CLASS_METHODS_AppSandboxFolderRedirector
0x000000019a770bb8  0x00000060  __TEXT,__objc_methlist  func  _OBJC_$_CLASS_METHODS_AppSandboxRequest
0x000000019a770c18  0x00000018  __TEXT,__objc_methlist  func  _OBJC_$_CLASS_METHODS_NSSandboxProfile
0x000000019a770c30  0x000000a8  __TEXT,__objc_methlist  func  _OBJC_$_INSTANCE_METHODS_AppSandboxEntitlements
0x000000019a770cd8  0x00000048  __TEXT,__objc_methlist  func  _OBJC_$_INSTANCE_METHODS_AppSandboxFolderRedirector
0x000000019a770d20  0x000002f0  __TEXT,__objc_methlist  func  _OBJC_$_INSTANCE_METHODS_AppSandboxRequest
0x000000019a771010  0x00000030  __TEXT,__objc_methlist  func  _OBJC_$_INSTANCE_METHODS_NSSandboxProfile
0x000000019a771040  0x00000020  __TEXT,__objc_methlist  func  _OBJC_$_PROTOCOL_INSTANCE_METHODS_NSCoding
0x000000019a771060  0x00000038  __TEXT,__const  func  __AppSandboxVersionString
0x000000019a771098  0x000000b8  __TEXT,__const  func  __AppSandboxVersionNumber
0x000000019a771150  0x00000008  __TEXT,__const  swift  $sypSgMR  // mangled name ref for type metadata for Swift.Optional<Any>
0x000000019a771158  0x00000008  __TEXT,__const  swift  $ss22KeyedEncodingContainerVy10AppSandbox17ASBBinaryIdentityC10CodingKeys33_54B65047D401FDC446F81EDCF95B4C8FLLOGMR  // mangled name ref for type metadata for Swift.KeyedEncodingContainer<AppSandbox.ASBBinaryIdentity.(CodingKeys in _54B65047D401FDC446F81EDCF95B4C8F)>
0x000000019a771160  0x00000008  __TEXT,__const  swift  $ss22KeyedDecodingContainerVy10AppSandbox17ASBBinaryIdentityC10CodingKeys33_54B65047D401FDC446F81EDCF95B4C8FLLOGMR  // mangled name ref for type metadata for Swift.KeyedDecodingContainer<AppSandbox.ASBBinaryIdentity.(CodingKeys in _54B65047D401FDC446F81EDCF95B4C8F)>
0x000000019a771168  0x00000040  __TEXT,__const  swift  $s10AppSandbox18ValidationCategoryOSHAAMc  // protocol conformance descriptor for AppSandbox.ValidationCategory : Swift.Hashable in AppSandbox
0x000000019a7711a8  0x00000038  __TEXT,__const  swift  $s10AppSandbox18ValidationCategoryOSYAAMc  // protocol conformance descriptor for AppSandbox.ValidationCategory : Swift.RawRepresentable in AppSandbox
0x000000019a7711e0  0x00000008  __TEXT,__const  swift  $sSay10AppSandbox18ValidationCategoryOGMR  // mangled name ref for type metadata for Swift.Array<AppSandbox.ValidationCategory>
0x000000019a7711e8  0x00000038  __TEXT,__const  swift  $s10AppSandbox18ValidationCategoryOs12CaseIterableAAMc  // protocol conformance descriptor for AppSandbox.ValidationCategory : Swift.CaseIterable in AppSandbox
0x000000019a771220  0x00000028  __TEXT,__const  swift  $s10AppSandbox18ValidationCategoryOSeAAMc  // protocol conformance descriptor for AppSandbox.ValidationCategory : Swift.Decodable in AppSandbox
0x000000019a771248  0x00000028  __TEXT,__const  swift  $s10AppSandbox18ValidationCategoryOSEAAMc  // protocol conformance descriptor for AppSandbox.ValidationCategory : Swift.Encodable in AppSandbox
0x000000019a771270  0x00000028  __TEXT,__const  swift  $s10AppSandbox18ValidationCategoryOSQAAMc  // protocol conformance descriptor for AppSandbox.ValidationCategory : Swift.Equatable in AppSandbox
0x000000019a771298  0x00000040  __TEXT,__const  swift  $s10AppSandbox17ASBBinaryIdentityC18CodeSignatureErrorOs0G0AAMc  // protocol conformance descriptor for AppSandbox.ASBBinaryIdentity.CodeSignatureError : Swift.Error in AppSandbox
0x000000019a7712d8  0x00000028  __TEXT,__const  swift  $s10AppSandbox17ASBBinaryIdentityCSeAAMc  // protocol conformance descriptor for AppSandbox.ASBBinaryIdentity : Swift.Decodable in AppSandbox
0x000000019a771300  0x00000028  __TEXT,__const  swift  $s10AppSandbox17ASBBinaryIdentityCSEAAMc  // protocol conformance descriptor for AppSandbox.ASBBinaryIdentity : Swift.Encodable in AppSandbox
0x000000019a771328  0x0000002c  __TEXT,__const  swift  $s10AppSandbox17ASBBinaryIdentityC18CodeSignatureErrorO20localizedDescriptionSSvpMV  // property descriptor for AppSandbox.ASBBinaryIdentity.CodeSignatureError.localizedDescription : Swift.String  // aliases: $s10AppSandbox18ValidationCategoryO8allCasesSayACGvpZMV, $s10AppSandbox18ValidationCategoryO8rawValueSSvpMV
0x000000019a771354  0x00000004  __TEXT,__const  swift  $s10AppSandbox18ValidationCategoryO7invalidyA2CmFWC  // enum case for AppSandbox.ValidationCategory.invalid(AppSandbox.ValidationCategory.Type) -> AppSandbox.ValidationCategory
0x000000019a771358  0x00000004  __TEXT,__const  swift  $s10AppSandbox18ValidationCategoryO4noneyA2CmFWC  // enum case for AppSandbox.ValidationCategory.none(AppSandbox.ValidationCategory.Type) -> AppSandbox.ValidationCategory
0x000000019a77135c  0x00000004  __TEXT,__const  swift  $s10AppSandbox18ValidationCategoryO8platformyA2CmFWC  // enum case for AppSandbox.ValidationCategory.platform(AppSandbox.ValidationCategory.Type) -> AppSandbox.ValidationCategory
0x000000019a771360  0x00000004  __TEXT,__const  swift  $s10AppSandbox18ValidationCategoryO10testflightyA2CmFWC  // enum case for AppSandbox.ValidationCategory.testflight(AppSandbox.ValidationCategory.Type) -> AppSandbox.ValidationCategory
0x000000019a771364  0x00000004  __TEXT,__const  swift  $s10AppSandbox18ValidationCategoryO11developmentyA2CmFWC  // enum case for AppSandbox.ValidationCategory.development(AppSandbox.ValidationCategory.Type) -> AppSandbox.ValidationCategory
0x000000019a771368  0x00000004  __TEXT,__const  swift  $s10AppSandbox18ValidationCategoryO9app_storeyA2CmFWC  // enum case for AppSandbox.ValidationCategory.app_store(AppSandbox.ValidationCategory.Type) -> AppSandbox.ValidationCategory
0x000000019a77136c  0x00000004  __TEXT,__const  swift  $s10AppSandbox18ValidationCategoryO10enterpriseyA2CmFWC  // enum case for AppSandbox.ValidationCategory.enterprise(AppSandbox.ValidationCategory.Type) -> AppSandbox.ValidationCategory
0x000000019a771370  0x00000004  __TEXT,__const  swift  $s10AppSandbox18ValidationCategoryO12developer_idyA2CmFWC  // enum case for AppSandbox.ValidationCategory.developer_id(AppSandbox.ValidationCategory.Type) -> AppSandbox.ValidationCategory
0x000000019a771374  0x00000004  __TEXT,__const  swift  $s10AppSandbox18ValidationCategoryO13local_signingyA2CmFWC  // enum case for AppSandbox.ValidationCategory.local_signing(AppSandbox.ValidationCategory.Type) -> AppSandbox.ValidationCategory
0x000000019a771378  0x00000020  __TEXT,__const  swift  $s10AppSandbox18ValidationCategoryO5otheryA2CmFWC  // enum case for AppSandbox.ValidationCategory.other(AppSandbox.ValidationCategory.Type) -> AppSandbox.ValidationCategory
0x000000019a771398  0x00000010  __TEXT,__const  swift  $s10AppSandbox17ASBBinaryIdentityCMo  // class metadata base offset for AppSandbox.ASBBinaryIdentity
0x000000019a7713a8  0x000000a0  __TEXT,__const  func  type_layout_string 10AppSandbox17ASBBinaryIdentityC18CodeSignatureErrorO
0x000000019a771448  0x00000060  __TEXT,__const  func  type_layout_string So13audit_token_ta
0x000000019a7714a8  0x00000028  __TEXT,__const  swift  $s10AppSandbox17ASBBinaryIdentityC10CodingKeys33_54B65047D401FDC446F81EDCF95B4C8FLLOs28CustomDebugStringConvertibleAAMc  // protocol conformance descriptor for AppSandbox.ASBBinaryIdentity.(CodingKeys in _54B65047D401FDC446F81EDCF95B4C8F) : Swift.CustomDebugStringConvertible in AppSandbox
0x000000019a7714d0  0x00000028  __TEXT,__const  swift  $s10AppSandbox17ASBBinaryIdentityC10CodingKeys33_54B65047D401FDC446F81EDCF95B4C8FLLOs23CustomStringConvertibleAAMc  // protocol conformance descriptor for AppSandbox.ASBBinaryIdentity.(CodingKeys in _54B65047D401FDC446F81EDCF95B4C8F) : Swift.CustomStringConvertible in AppSandbox
0x000000019a7714f8  0x00000040  __TEXT,__const  swift  $s10AppSandbox17ASBBinaryIdentityC10CodingKeys33_54B65047D401FDC446F81EDCF95B4C8FLLOSHAAMc  // protocol conformance descriptor for AppSandbox.ASBBinaryIdentity.(CodingKeys in _54B65047D401FDC446F81EDCF95B4C8F) : Swift.Hashable in AppSandbox
0x000000019a771538  0x00000028  __TEXT,__const  swift  $s10AppSandbox17ASBBinaryIdentityC10CodingKeys33_54B65047D401FDC446F81EDCF95B4C8FLLOSQAAMc  // protocol conformance descriptor for AppSandbox.ASBBinaryIdentity.(CodingKeys in _54B65047D401FDC446F81EDCF95B4C8F) : Swift.Equatable in AppSandbox
0x000000019a771560  0x0000007c  __TEXT,__const  swift  $s10AppSandbox17ASBBinaryIdentityC10CodingKeys33_54B65047D401FDC446F81EDCF95B4C8FLLOs0E3KeyAAMc  // protocol conformance descriptor for AppSandbox.ASBBinaryIdentity.(CodingKeys in _54B65047D401FDC446F81EDCF95B4C8F) : Swift.CodingKey in AppSandbox
0x000000019a7715dc  0x0000002c  __TEXT,__const  swift  $sSo11CFStringRefaSQSCMc  // protocol conformance descriptor for __C.CFStringRef : Swift.Equatable in __C_Synthesized
0x000000019a771608  0x0000002c  __TEXT,__const  swift  $sSo11CFStringRefa14CoreFoundation9_CFObjectSCMc  // protocol conformance descriptor for __C.CFStringRef : CoreFoundation._CFObject in __C_Synthesized
0x000000019a771634  0x00000044  __TEXT,__const  swift  $sSo11CFStringRefaSHSCMc  // protocol conformance descriptor for __C.CFStringRef : Swift.Hashable in __C_Synthesized
0x000000019a771678  0x00000018  __TEXT,__const  func  __swift_reflection_version
0x000000019a771690  0x00000008  __TEXT,__const  swift  $sSo8NSObjectCSgMR  // mangled name ref for type metadata for Swift.Optional<__C.NSObject>
0x000000019a771698  0x00000028  __TEXT,__const  swift  $s10AppSandbox11ASBOwnerSetC20DeserializationErrorOSQAAMc  // protocol conformance descriptor for AppSandbox.ASBOwnerSet.DeserializationError : Swift.Equatable in AppSandbox
0x000000019a7716c0  0x00000040  __TEXT,__const  swift  $s10AppSandbox11ASBOwnerSetC20DeserializationErrorOSHAAMc  // protocol conformance descriptor for AppSandbox.ASBOwnerSet.DeserializationError : Swift.Hashable in AppSandbox
0x000000019a771700  0x00000040  __TEXT,__const  swift  $s10AppSandbox11ASBOwnerSetC20DeserializationErrorOs0F0AAMc  // protocol conformance descriptor for AppSandbox.ASBOwnerSet.DeserializationError : Swift.Error in AppSandbox
0x000000019a771740  0x00000028  __TEXT,__const  swift  $s10AppSandbox11ASBOwnerSetCSeAAMc  // protocol conformance descriptor for AppSandbox.ASBOwnerSet : Swift.Decodable in AppSandbox
0x000000019a771768  0x00000028  __TEXT,__const  swift  $s10AppSandbox11ASBOwnerSetCSEAAMc  // protocol conformance descriptor for AppSandbox.ASBOwnerSet : Swift.Encodable in AppSandbox
0x000000019a771790  0x00000020  __TEXT,__const  swift  $s10AppSandbox11ASBOwnerSetC20DeserializationErrorO20localizedDescriptionSSvpMV  // property descriptor for AppSandbox.ASBOwnerSet.DeserializationError.localizedDescription : Swift.String  // aliases: $s10AppSandbox11ASBOwnerSetC20DeserializationErrorO9hashValueSivpMV, $s10AppSandbox11ASBOwnerSetC5countSivpMV, $s10AppSandbox11ASBOwnerSetC7isEmptySbvpMV
0x000000019a7717b0  0x00000028  __TEXT,__const  swift  $s10AppSandbox11ASBOwnerSetCMo  // class metadata base offset for AppSandbox.ASBOwnerSet
0x000000019a7717d8  0x00000008  __TEXT,__const  swift  $ss23_ContiguousArrayStorageCyyXlGMR  // mangled name ref for type metadata for Swift._ContiguousArrayStorage<Swift.AnyObject>
0x000000019a7717e0  0x00002428  __TEXT,__const  swift  $ss11_SetStorageCy10AppSandbox17ASBBinaryIdentityCGMR  // mangled name ref for type metadata for Swift._SetStorage<AppSandbox.ASBBinaryIdentity>
0x000000019a773c08  0x000000d8  __TEXT,__gcc_except_tab  func  GCC_except_table22
0x000000019a773ce0  0x00000114  __TEXT,__gcc_except_tab  func  GCC_except_table35
0x000000019a773df4  0x00000014  __TEXT,__gcc_except_tab  func  GCC_except_table17
0x000000019a773e08  0x00000006  __TEXT,__swift5_typeref  func  symbolic ypSg
0x000000019a773e0e  0x0000000e  __TEXT,__swift5_typeref  func  symbolic _____y_____G s22KeyedEncodingContainerV 10AppSandbox17ASBBinaryIdentityC10CodingKeys33_54B65047D401FDC446F81EDCF95B4C8FLLO
0x000000019a773e1c  0x0000000e  __TEXT,__swift5_typeref  func  symbolic _____y_____G s22KeyedDecodingContainerV 10AppSandbox17ASBBinaryIdentityC10CodingKeys33_54B65047D401FDC446F81EDCF95B4C8FLLO
0x000000019a773e2a  0x00000008  __TEXT,__swift5_typeref  func  associated conformance 10AppSandbox18ValidationCategoryOSHAASQ
0x000000019a773e32  0x00000004  __TEXT,__swift5_typeref  func  symbolic SS
0x000000019a773e36  0x00000006  __TEXT,__swift5_typeref  func  symbolic _____ 10AppSandbox18ValidationCategoryO
0x000000019a773e3c  0x00000006  __TEXT,__swift5_typeref  func  symbolic $sSY
0x000000019a773e42  0x0000000a  __TEXT,__swift5_typeref  func  symbolic Say_____G 10AppSandbox18ValidationCategoryO
0x000000019a773e4c  0x00000008  __TEXT,__swift5_typeref  func  associated conformance 10AppSandbox18ValidationCategoryOs12CaseIterableAA8AllCasessADP_Sl
0x000000019a773e54  0x00000014  __TEXT,__swift5_typeref  func  symbolic $ss12CaseIterableP
0x000000019a773e68  0x0000000e  __TEXT,__swift5_typeref  func  symbolic So8NSObjectC
0x000000019a773e76  0x00000006  __TEXT,__swift5_typeref  func  symbolic _____ 10AppSandbox17ASBBinaryIdentityC
0x000000019a773e7c  0x00000006  __TEXT,__swift5_typeref  func  symbolic SSSg
0x000000019a773e82  0x00000006  __TEXT,__swift5_typeref  func  symbolic _____ 10AppSandbox17ASBBinaryIdentityC18CodeSignatureErrorO
0x000000019a773e88  0x0000000e  __TEXT,__swift5_typeref  func  symbolic _____5token_t So13audit_token_ta
0x000000019a773e96  0x00000022  __TEXT,__swift5_typeref  func  symbolic _____5token_SS5which_____5errort So13audit_token_ta So10CFErrorRefa
0x000000019a773eb8  0x00000018  __TEXT,__swift5_typeref  func  symbolic SS5which______6statust s5Int32V
0x000000019a773ed0  0x00000006  __TEXT,__swift5_typeref  func  symbolic _____ 10AppSandbox17ASBBinaryIdentityC10CodingKeys33_54B65047D401FDC446F81EDCF95B4C8FLLO
0x000000019a773ed6  0x00000006  __TEXT,__swift5_typeref  func  symbolic _____ So13audit_token_ta
0x000000019a773edc  0x0000000c  __TEXT,__swift5_typeref  func  symbolic ______A7At s6UInt32V
0x000000019a773ee8  0x00000008  __TEXT,__swift5_typeref  func  associated conformance 10AppSandbox17ASBBinaryIdentityC10CodingKeys33_54B65047D401FDC446F81EDCF95B4C8FLLOSHAASQ
0x000000019a773ef0  0x00000008  __TEXT,__swift5_typeref  func  associated conformance 10AppSandbox17ASBBinaryIdentityC10CodingKeys33_54B65047D401FDC446F81EDCF95B4C8FLLOs0E3KeyAAs28CustomDebugStringConvertible
0x000000019a773ef8  0x00000008  __TEXT,__swift5_typeref  func  associated conformance 10AppSandbox17ASBBinaryIdentityC10CodingKeys33_54B65047D401FDC446F81EDCF95B4C8FLLOs0E3KeyAAs23CustomStringConvertible
0x000000019a773f00  0x00000008  __TEXT,__swift5_typeref  func  associated conformance So11CFStringRefa14CoreFoundation9_CFObjectSCSH
0x000000019a773f08  0x00000008  __TEXT,__swift5_typeref  func  associated conformance So11CFStringRefaSHSCSQ
0x000000019a773f10  0x00000010  __TEXT,__swift5_typeref  func  symbolic So8NSObjectCSg
0x000000019a773f20  0x00000008  __TEXT,__swift5_typeref  func  associated conformance 10AppSandbox11ASBOwnerSetC20DeserializationErrorOSHAASQ
0x000000019a773f28  0x00000006  __TEXT,__swift5_typeref  func  symbolic _____ 10AppSandbox11ASBOwnerSetC
0x000000019a773f2e  0x0000000a  __TEXT,__swift5_typeref  func  symbolic Shy_____G 10AppSandbox17ASBBinaryIdentityC
0x000000019a773f38  0x00000006  __TEXT,__swift5_typeref  func  symbolic _____ 10AppSandbox11ASBOwnerSetC20DeserializationErrorO
0x000000019a773f3e  0x0000000c  __TEXT,__swift5_typeref  func  symbolic _____yyXlG s23_ContiguousArrayStorageC
0x000000019a773f4a  0x0000012e  __TEXT,__swift5_typeref  func  symbolic _____y_____G s11_SetStorageC 10AppSandbox17ASBBinaryIdentityC
0x000000019a774078  0x00000018  __TEXT,__swift5_assocty  swift  $s10AppSandbox18ValidationCategoryOSYAAMA  // reflection metadata associated type descriptor AppSandbox.ValidationCategory : Swift.RawRepresentable in AppSandbox
0x000000019a774090  0x00000018  __TEXT,__swift5_assocty  swift  $s10AppSandbox18ValidationCategoryOs12CaseIterableAAMA  // reflection metadata associated type descriptor AppSandbox.ValidationCategory : Swift.CaseIterable in AppSandbox
0x000000019a7740a8  0x0000000c  __TEXT,__constg_swiftt  swift  $s10AppSandboxMXM  // module descriptor AppSandbox
0x000000019a7740b4  0x0000001c  __TEXT,__constg_swiftt  swift  $s10AppSandbox18ValidationCategoryOMn  // nominal type descriptor for AppSandbox.ValidationCategory
0x000000019a7740d0  0x00000034  __TEXT,__constg_swiftt  swift  $s10AppSandbox17ASBBinaryIdentityCMn  // nominal type descriptor for AppSandbox.ASBBinaryIdentity
0x000000019a774104  0x00000008  __TEXT,__constg_swiftt  swift  $s10AppSandbox17ASBBinaryIdentityC18validationCategory17signingIdentifier04teamH0AcA010ValidationF0O_SSSgAItcfCTq  // method descriptor for AppSandbox.ASBBinaryIdentity.__allocating_init(validationCategory: AppSandbox.ValidationCategory, signingIdentifier: Swift.Optional<Swift.String>, teamIdentifier: Swift.Optional<Swift.String>) -> AppSandbox.ASBBinaryIdentity
0x000000019a77410c  0x00000008  __TEXT,__constg_swiftt  swift  $s10AppSandbox17ASBBinaryIdentityC8identity5tokenACSo06audit_F2_ta_tKFZTq  // method descriptor for static AppSandbox.ASBBinaryIdentity.identity(token: __C.audit_token_t) throws -> AppSandbox.ASBBinaryIdentity
0x000000019a774114  0x00000008  __TEXT,__constg_swiftt  swift  $s10AppSandbox17ASBBinaryIdentityC8identity4codeACSo16SecStaticCodeRefa_tKFZTq  // method descriptor for static AppSandbox.ASBBinaryIdentity.identity(code: __C.SecStaticCodeRef) throws -> AppSandbox.ASBBinaryIdentity
0x000000019a77411c  0x00000008  __TEXT,__constg_swiftt  swift  $s10AppSandbox17ASBBinaryIdentityC6encode4withySo7NSCoderC_tFTq  // method descriptor for AppSandbox.ASBBinaryIdentity.encode(with: __C.NSCoder) -> ()
0x000000019a774124  0x00000008  __TEXT,__constg_swiftt  swift  $s10AppSandbox17ASBBinaryIdentityC5coderACSgSo7NSCoderC_tcfCTq  // method descriptor for AppSandbox.ASBBinaryIdentity.__allocating_init(coder: __C.NSCoder) -> Swift.Optional<AppSandbox.ASBBinaryIdentity>
0x000000019a77412c  0x00000008  __TEXT,__constg_swiftt  swift  $s10AppSandbox17ASBBinaryIdentityC6encode2toys7Encoder_p_tKFTq  // method descriptor for AppSandbox.ASBBinaryIdentity.encode(to: Swift.Encoder) throws -> ()
0x000000019a774134  0x00000008  __TEXT,__constg_swiftt  swift  $s10AppSandbox17ASBBinaryIdentityC4fromACs7Decoder_p_tKcfCTq  // method descriptor for AppSandbox.ASBBinaryIdentity.__allocating_init(from: Swift.Decoder) throws -> AppSandbox.ASBBinaryIdentity
0x000000019a77413c  0x0000001c  __TEXT,__constg_swiftt  swift  $s10AppSandbox17ASBBinaryIdentityC18CodeSignatureErrorOMn  // nominal type descriptor for AppSandbox.ASBBinaryIdentity.CodeSignatureError
0x000000019a774158  0x0000000c  __TEXT,__constg_swiftt  swift  $sSoMXM  // module descriptor __C
0x000000019a774164  0x00000020  __TEXT,__constg_swiftt  swift  $sSo13audit_token_taMn  // nominal type descriptor for __C.audit_token_t
0x000000019a774184  0x00000008  __TEXT,__constg_swiftt  swift  $s10AppSandbox17ASBBinaryIdentityC10CodingKeys33_54B65047D401FDC446F81EDCF95B4C8FLLOMXX  // anonymous descriptor AppSandbox.ASBBinaryIdentity.(CodingKeys in _54B65047D401FDC446F81EDCF95B4C8F)
0x000000019a77418c  0x0000001c  __TEXT,__constg_swiftt  swift  $s10AppSandbox17ASBBinaryIdentityC10CodingKeys33_54B65047D401FDC446F81EDCF95B4C8FLLOMn  // nominal type descriptor for AppSandbox.ASBBinaryIdentity.(CodingKeys in _54B65047D401FDC446F81EDCF95B4C8F)
0x000000019a7741a8  0x00000030  __TEXT,__constg_swiftt  swift  $sSo10CFErrorRefaMn  // nominal type descriptor for __C.CFErrorRef
0x000000019a7741d8  0x00000030  __TEXT,__constg_swiftt  swift  $sSo11CFStringRefaMn  // nominal type descriptor for __C.CFStringRef
0x000000019a774208  0x0000000c  __TEXT,__constg_swiftt  swift  $s14CoreFoundationMXM  // module descriptor CoreFoundation
0x000000019a774214  0x00000034  __TEXT,__constg_swiftt  swift  $s10AppSandbox11ASBOwnerSetCMn  // nominal type descriptor for AppSandbox.ASBOwnerSet
0x000000019a774248  0x00000008  __TEXT,__constg_swiftt  swift  $s10AppSandbox11ASBOwnerSetC7membersShyAA17ASBBinaryIdentityCGvgTq  // method descriptor for AppSandbox.ASBOwnerSet.members.getter : Swift.Set<AppSandbox.ASBBinaryIdentity>
0x000000019a774250  0x00000008  __TEXT,__constg_swiftt  swift  $s10AppSandbox11ASBOwnerSetC7membersShyAA17ASBBinaryIdentityCGvsTq  // method descriptor for AppSandbox.ASBOwnerSet.members.setter : Swift.Set<AppSandbox.ASBBinaryIdentity>
0x000000019a774258  0x00000008  __TEXT,__constg_swiftt  swift  $s10AppSandbox11ASBOwnerSetC7membersShyAA17ASBBinaryIdentityCGvMTq  // method descriptor for AppSandbox.ASBOwnerSet.members.modify : Swift.Set<AppSandbox.ASBBinaryIdentity>
0x000000019a774260  0x00000008  __TEXT,__constg_swiftt  swift  $s10AppSandbox11ASBOwnerSetC11addIdentityyyAA09ASBBinaryF0CFTq  // method descriptor for AppSandbox.ASBOwnerSet.addIdentity(AppSandbox.ASBBinaryIdentity) -> ()
0x000000019a774268  0x00000008  __TEXT,__constg_swiftt  swift  $s10AppSandbox11ASBOwnerSetC38allowsInternalEquivalentBinaryIdentityySbAA09ASBBinaryI0CFTq  // method descriptor for AppSandbox.ASBOwnerSet.allowsInternalEquivalentBinaryIdentity(AppSandbox.ASBBinaryIdentity) -> Swift.Bool
0x000000019a774270  0x00000008  __TEXT,__constg_swiftt  swift  $s10AppSandbox11ASBOwnerSetC20allowsBinaryIdentityySbAA09ASBBinaryG0CFTq  // method descriptor for AppSandbox.ASBOwnerSet.allowsBinaryIdentity(AppSandbox.ASBBinaryIdentity) -> Swift.Bool
0x000000019a774278  0x00000008  __TEXT,__constg_swiftt  swift  $s10AppSandbox11ASBOwnerSetC5countSivgTq  // method descriptor for AppSandbox.ASBOwnerSet.count.getter : Swift.Int
0x000000019a774280  0x00000008  __TEXT,__constg_swiftt  swift  $s10AppSandbox11ASBOwnerSetC7isEmptySbvgTq  // method descriptor for AppSandbox.ASBOwnerSet.isEmpty.getter : Swift.Bool
0x000000019a774288  0x00000008  __TEXT,__constg_swiftt  swift  $s10AppSandbox11ASBOwnerSetC9serializeSSyFTq  // method descriptor for AppSandbox.ASBOwnerSet.serialize() -> Swift.String
0x000000019a774290  0x00000008  __TEXT,__constg_swiftt  swift  $s10AppSandbox11ASBOwnerSetC05ownerD013serializationACSSSg_tKFZTq  // method descriptor for static AppSandbox.ASBOwnerSet.ownerSet(serialization: Swift.Optional<Swift.String>) throws -> AppSandbox.ASBOwnerSet
0x000000019a774298  0x00000008  __TEXT,__constg_swiftt  swift  $s10AppSandbox11ASBOwnerSetC6encode2toys7Encoder_p_tKFTq  // method descriptor for AppSandbox.ASBOwnerSet.encode(to: Swift.Encoder) throws -> ()
